UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,BA (1),BA (1) CANDIDATE,BA (1) CANDIDATE SEX,BA (1) CANDIDATE AGE,BA (1) VOTE,BA (1) CANDIDATE LOST DEPOSIT,BA (2),BA (2) CANDIDATE,BA (2) CANDIDATE SEX,BA (2) CANDIDATE AGE,BA (2) VOTE,BA (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P. 117_N.19,NEGERI SEMBILAN,P. 117,SEREMBAN,N.19,LENGGENG,BN - UMNO,,10088,2386,75.65,7632,9,239,7384,UMNO,DATO' ISHAK ISMAIL,MALE,,4885,,PAS,ZULKEPLEY MOHAMAD OMAR,MALE,,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 117_N.20,NEGERI SEMBILAN,P. 117,SEREMBAN,N.20,SENAWANG,BN - GERAKAN,,22170,2045,76.28,16912,325,402,16185,GERAKAN,DATO' WOO AH LEK,,,9115,,,,,,,,PKN,MOHAMAD RAFIE BIN AB MALEK,MALE,,7070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 117_N.21,NEGERI SEMBILAN,P. 117,SEREMBAN,N.21,AMPANGAN,BN - UMNO,,17847,1940,75.30,13439,205,297,12937,UMNO,HAJI ZAKARIA NORDIN,MALE,42,7398,,PAS,HJ. IBRAHIM ABD. RAHMAN,MALE,41,5458,,,,,,,,,,,,,,,,,,,,INDEPENDENT,MOHAMMAD ABDULLAH,MALE,50,81,LOST DEPOSIT,,,,,,,,,,,,
P. 117_N.22,NEGERI SEMBILAN,P. 117,SEREMBAN,N.22,LOBAK,BN - MCA,,16879,787,70.42,11886,168,242,11476,MCA,KHOO SENG HOCK,,51,5983,,DAP,WONG ZEE NYOK,,56,5196,,,,,,,,MDP,LIM SENG CHUAN,,46,297,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P. 118_N.23,NEGERI SEMBILAN,P. 118,RASAH,N.23,LABU,BN - UMNO,,9984,1684,73.76,7364,6,240,7118,UMNO,MUHAMAD SHAHLAN BIN SHAID,MALE,,4401,,,,,,,,PKN,NORIZAM BIN YASIN,MALE,,2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 118_N.24,NEGERI SEMBILAN,P. 118,RASAH,N.24,TEMIANG,BN - MCA,,18282,176,71.31,13037,16,263,12758,MCA,LEE YUEN FONG,,,6467,,DAP,CHEN MAN HIN,MALE,74,6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 118_N.25,NEGERI SEMBILAN,P. 118,RASAH,N.25,RAHANG,BN - MCA,,16333,1359,73.31,11973,572,638,10763,MCA,YIP CHEE KIONG,,,6061,,DAP,GUNASEKERAN A/L PALASAMY,MALE,,4702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 118_N.26,NEGERI SEMBILAN,P. 118,RASAH,N.26,MAMBAU,BN - MCA,,21159,540,75.58,15991,16,249,15726,MCA,YU CHOK TOW,,,8133,,DAP,LIEW TET KIM,,,7593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 118_N.27,NEGERI SEMBILAN,P. 118,RASAH,N.27,RANTAU,BN - UMNO,,13706,2770,72.92,9995,22,299,9674,UMNO,AB. GHANI HASSAN,MALE,,6222,,,,,,,,PKN,CIKGU HUSIN HAROON,MALE,,3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 119_N.28,NEGERI SEMBILAN,P. 119,TELOK KEMANG,N.28,CHEMBONG,BN - UMNO,,10207,1641,71.86,7335,15,275,7045,UMNO,FIRDAUS HARUN,MALE,,4343,,,,,,,,PKN,DR. ISHAK HJ. MAS'UD,MALE,,2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 119_N.29,NEGERI SEMBILAN,P. 119,TELOK KEMANG,N.29,LINGGI,BN - UMNO,,11231,3078,73.56,8262,11,243,8008,UMNO,MOHD ISA BIN ABD. SAMAD,MALE,,5543,,PAS,DR. ROSLI YAAKOP,MALE,,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 119_N.30,NEGERI SEMBILAN,P. 119,TELOK KEMANG,N.30,PASIR PANJANG,BN - UMNO,,13510,2581,81.21,10972,2684,415,7873,UMNO,SAINY BIN EDRIS,MALE,,5227,,PAS,UST. HASSAN BIN ALIAS,MALE,,2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 119_N.31,NEGERI SEMBILAN,P. 119,TELOK KEMANG,N.31,SI RUSA,BN - MIC,,13531,1819,62.29,8429,48,244,8137,MIC,E.M. YOHEVEL,,,4978,,DAP,M.K. ARUMUGAM,MALE,,3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 119_N.32,NEGERI SEMBILAN,P. 119,TELOK KEMANG,N.32,LUKUT,BN - MCA,,18708,2933,72.53,13568,10,381,13177,MCA,YEO CHAI THIAM,,,8055,,DAP,LIM FUI MING,,,5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 120_N.1,MELAKA,P. 120,ALOR GAJAH,N.1,KUALA LINGGI,BN - UMNO,,8535,2427,79.07,6749,11,209,6529,UMNO,DATUK IBRAHIM BIN DURUM,MALE,,4478,,PAS,USTAZ JULASAPTYAH BIN HJ. KASSIM,MALE,,2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 120_N.2,MELAKA,P. 120,ALOR GAJAH,N.2,RAMUAN CHINA,BN - UMNO,,7817,2018,77.60,6066,12,158,5896,UMNO,DATUK HJ. LONG BIN SAID,MALE,,3957,,PAS,OMAR BIN BABA,MALE,,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 120_N.3,MELAKA,P. 120,ALOR GAJAH,N.3,MELEKEK,BN - UMNO,,8121,2318,75.67,6145,0,157,5988,UMNO,NAWI BIN AHMAD,MALE,,4153,,,,,,,,PKN,MUHD. ZAHID MD. ARIP,MALE,,1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 120_N.4,MELAKA,P. 120,ALOR GAJAH,N.4,MASJID TANAH,BN - UMNO,,11037,3113,75.70,8355,85,245,8025,UMNO,DATUK RAMLI MOHD SAID,MALE,,5569,,,,,,,,PKN,MD. SHAH AMIN,MALE,,2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 120_N.5,MELAKA,P. 120,ALOR GAJAH,N.5,SUNGAI UDANG,BN - UMNO,,15793,2592,92.47,14604,4197,181,10226,UMNO,KAPT (B) AB KARIM BIN SULAIMAN,MALE,,6409,,PAS,HJ. HASSAN BIN MD. DAHAN,MALE,,3817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 121_N.6,MELAKA,P. 121,SELANDAR,N.6,PULAU SEBANG,BN - UMNO,,9297,1183,64.21,5970,7,166,5797,UMNO,HJ. AB. AZIZ BIN ISA,MALE,,3490,,DAP,KU CHOI,,,2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 121_N.7,MELAKA,P. 121,SELANDAR,N.7,BUKIT SEDANAN,BN - MCA,,12190,2626,61.83,7537,13,218,7306,MCA,POH AH TIAM,,,4966,,,,,,,,PKN,ZAMANI HJ. ABD. WAHID,MALE,,2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 121_N.8,MELAKA,P. 121,SELANDAR,N.8,BUKIT ASAHAN,BN - MIC,,10189,2293,89.28,9097,25,249,8823,MIC,R. RAGHAVAN,MALE,,5558,,,,,,,,PKN,PN. HJH. ZAINON BINTI JAFFAR,FEMALE,,3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 121_N.9,MELAKA,P. 121,SELANDAR,N.9,DURIAN TUNGGAL,BN - UMNO,,8394,1597,79.97,6713,4,274,6435,UMNO,HAJI ABDUL KADIR BIN DAUD,MALE,,4016,,PAS,HAJI MINGHAT BIN MAMUT,MALE,,2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 121_N.10,MELAKA,P. 121,SELANDAR,N.10,REMBIA,BN - UMNO,,9488,2393,75.97,7208,22,251,6935,UMNO,HAMDIN BIN ABDOLLAH,MALE,,4664,,PAS,CIKGU JAAMAT BIN OMAR,MALE,,2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122_N.11,MELAKA,P. 122,BATU BERENDAM,N.11,TANGGA BATU,BN - UMNO,,17847,2719,77.33,13801,13,305,13483,UMNO,YAAKUB BIN MD. AMIN,MALE,,8101,,,,,,,,PKN,DR HAMZAH BIN AWANG,MALE,,5382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122_N.12,MELAKA,P. 122,BATU BERENDAM,N.12,PAYA RUMPUT,BN - UMNO,,18850,2876,78.53,14803,7,408,14388,UMNO,MOHD ALI BIN MOHD RUSTAM,MALE,,8632,,DAP,LOH AH BOO,,,5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122_N.13,MELAKA,P. 122,BATU BERENDAM,N.13,AYER KEROH,BN - MCA,,17528,1707,79.98,14019,44,370,13605,MCA,SEAH KWI TONG,MALE,50,7656,,DAP,JOSEPH STA MARIA,MALE,,5949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122_N.14,MELAKA,P. 122,BATU BERENDAM,N.14,BACHANG,BA - DAP,,17254,41,77.97,13453,15,313,13125,MCA,DATUK CHUA PENG SONG,MALE,,6542,,DAP,LIM JAK WONG,,,6583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122_N.15,MELAKA,P. 122,BATU BERENDAM,N.15,AYER MOLEK,BN - UMNO,,16807,1623,80.39,13511,19,257,13235,UMNO,MOMIN BIN ABDUL AZIZ @ JENAL BIN LAJIS,MALE,,7429,,PAS,HJ. MD. YASIN BIN ABD. GHANI,MALE,,5806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123_N.16,MELAKA,P. 123,KOTA MELAKA,N.16,TENGKERA,BA - DAP,,17271,1984,78.23,13511,20,239,13252,MCA,SOON TIAN SZU,,,5634,,DAP,GOH LEONG SAN,MALE,32,7618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123_N.17,MELAKA,P. 123,KOTA MELAKA,N.17,DURIAN DAUN,BA - DAP,,15708,3369,73.88,11605,3,211,11391,MCA,CHEW CHONG LIN,,,4011,,DAP,BETTY CHEW GEK CHENG,FEMALE,,7380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123_N.18,MELAKA,P. 123,KOTA MELAKA,N.18,BANDAR HILIR,BA - DAP,,15873,2064,74.69,11855,49,200,11606,MCA,NG PENG ANN,,,4771,,DAP,SIM TONG HIM,MALE,51,6835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123_N.19,MELAKA,P. 123,KOTA MELAKA,N.19,DUYONG,BN - MCA,,13314,45,77.70,10345,19,223,10103,MCA,GAN BOON LEONG,MALE,,5074,,DAP,AW BOON HUAN,,,5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123_N.20,MELAKA,P. 123,KOTA MELAKA,N.20,ALAI,BN - UMNO,,14198,1208,80.69,11456,8,248,11200,UMNO,DATUK AMID BIN NORDIN,MALE,,6204,,PAS,USTAZ ABD. RAHMAN BIN JAAFAR,MALE,,4996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124_N.21,MELAKA,P. 124,JASIN,N.21,AYER PANAS,BN - MCA,,10200,1888,76.05,7757,36,183,7538,MCA,CHONG TAM ON,,,4713,,,,,,,,PKN,OMAR BIN JAAFAR,MALE,,2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124_N.22,MELAKA,P. 124,JASIN,N.22,RIM,BN - UMNO,,7926,1966,77.54,6146,5,147,5994,UMNO,HAJJAH RAMLAH BTE ABAS,FEMALE,,3980,,,,,,,,PKN,ZULKEFLY OTHMAN,MALE,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124_N.23,MELAKA,P. 124,JASIN,N.23,MERLIMAU,BN - UMNO,,8567,2252,75.50,6468,14,178,6276,UMNO,NAZARI BIN ADZIM,MALE,,4264,,PAS,MEJ (B) HJ JASME B TOMPANG,MALE,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124_N.24,MELAKA,P. 124,JASIN,N.24,SERKAM,BN - UMNO,,12611,1889,80.78,10187,10,262,9915,UMNO,DATUK HJ. AHMAD BIN HJ. HAMZAH,MALE,,5902,,PAS,DR. HALIM BIN RAMLI,MALE,,4013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124_N.25,MELAKA,P. 124,JASIN,N.25,SUNGAI RAMBAI,BN - UMNO,,8861,1356,77.97,6909,10,171,6728,UMNO,DATUK HJ. ABD AZIS BIN HJ. ABD. GHANI,MALE,,4042,,PAS,HJ. AZUTDIN BIN HJ. HASAN,MALE,,2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 125_N.1,JOHOR,P. 125,SEGAMAT,N.1,SEPINANG,BN - UMNO,,31118,9767,72.69,22619,39,753,21827,UMNO,OTHMAN BIN JAIS,MALE,,15797,,PAS,MUHAMAD BIN BAHARUM,MALE,,6030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 125_N.2,JOHOR,P. 125,SEGAMAT,N.2,JEMENTAH,BN - MCA,,29664,5526,70.61,20946,64,579,20303,MCA,GAN LIAN KENG @ LEE AH KAU,MALE,,12849,,DAP,WONG AH CHIN @ WONG PENG SHENG,,,7323,,,,,,,,MDP,TAN THIAN SAN @ TAN TIAN SANG,,,131,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P. 126_N.3,JOHOR,P. 126,LEDANG,N.3,TANGKAK,BN - MCA,Y,26106,,,,,,,MCA,YAP CHIK DONG,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 126_N.4,JOHOR,P. 126,LEDANG,N.4,SEROM,BN - UMNO,,30425,8248,71.75,21830,14,760,21056,UMNO,DATO' ABDUL GHANI OTHMAN,MALE,,14652,,PAS,USTAZ ABDULLAH BIN HUSIN,MALE,,6404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 127_N.5,JOHOR,P. 127,PAGOH,N.5,BUKIT SERAMPANG,BN - UMNO,,18094,6185,71.31,12903,13,441,12449,UMNO,TAHIR BIN MOHD. TAAT,MALE,,9317,,,,,,,,PKN,MOHAMAD YUSSOF ABD. GHANI,MALE,,3132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 127_N.6,JOHOR,P. 127,PAGOH,N.6,JORAK,BN - UMNO,,21697,6405,71.10,15427,24,564,14839,UMNO,SAMAT BIN ARIPIN,MALE,,10622,,PAS,IR. HJ. ISMAIL BIN HJ. MOHD YUSOF,MALE,,4217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
