UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN CANDIDATE VOTE,BN CANDIDATE LOST DEPOSIT,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH CANDIDATE VOTE,PH CANDIDATE LOST DEPOSIT,GS,GS CANDIDATE,GS CANDIDATE SEX,GS CANDIDATE AGE,GS CANDIDATE VOTE,GS CANDIDATE LOST DEPOSIT,GSABAH (1),GSABAH (1) CANDIDATE,GSABAH (1) CANDIDATE SEX,GSABAH (1) CANDIDATE AGE,GSABAH (1) VOTE,GSABAH (2),GSABAH (2) CANDIDATE,GSABAH (2) CANDIDATE SEX,GSABAH (2) CANDIDATE AGE,GSABAH (2) VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE SEX,WARISAN CANDIDATE AGE,WARISAN CANDIDATE VOTE,OTHER PARTY 1,OTHER PARTY 1 CANDIDATE,OTHER PARTY 1 CANDIDATE SEX,OTHER PARTY 1 CANDIDATE AGE,OTHER PARTY 1 CANDIDATE VOTE,OTHER PARTY 2,OTHER PARTY 2 CANDIDATE,OTHER PARTY 2 CANDIDATE SEX,OTHER PARTY 2 CANDIDATE AGE,OTHER PARTY 2 CANDIDATE VOTE,OTHER PARTY 3,OTHER PARTY 3 CANDIDATE,OTHER PARTY 3 CANDIDATE VOTE,INDEPENDENT 1,INDEPDENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 CANDIDATE VOTE,INDEPENDENT 2,INDEPDENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 CANDIDATE VOTE
P.197,SARAWAK,P.197,KOTA SAMARAHAN,BN - PBB,,46300,16992,78.94,36551,253,431,35867,PBB,RUBIAH BINTI WANG,FEMALE,50,25070,,PAN,SOPIAN BIN JULAIHI,MALE,50,8078,,PAS,ZULKIPLI BIN RAMZI,MALE,40,2719,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.198,SARAWAK,P.198,PUNCAK BORNEO,PH - PKR,,46180,4005,76.1,35142,108,514,34520,PBB,GENOT ANAK SINEL @ JEANNOTH SINEL,MALE,53,14860,,PKR,WILLIE ANAK MONGIN,MALE,43,18865,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAR SARAWAK,BULN ANAK PATRICK RIBOS,MALE,49,795,,,,,,,,,,,,,
P.199,SARAWAK,P.199,SERIAN,BN - SUPP,,37629,9905,74.09,27880,76,385,27419,SUPP,RICHARD RIOT ANAK JAEM,MALE,67,17545,,DAP,EDWARD ANAK ANDREW LUWAK @ EDWARD LUWAK,MALE,65,7640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FISH,SENIOR ANAK WILLIAM RADE,MALE,59,2234,,,,,
P.200,SARAWAK,P.200,BATANG SADONG,BN - PBB,,23213,12328,74.74,17349,63,220,17066,PBB,NANCY BINTI SHUKRI,FEMALE,57,14208,,PAN,OTHMAN BIN MUSTAPHA @ MOS,MALE,63,1880,LOST DEPOSIT,PAS,ASAN BIN SINGKRO,MALE,55,978,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.201,SARAWAK,P.201,BATANG LUPAR,BN - PBB,,29811,10277,69.11,20603,49,403,20151,PBB,ROHANI BINTI ABDUL KARIM,FEMALE,63,14204,,PAN,NARUDIN BIN MENTALI,MALE,,2020,LOST DEPOSIT,PAS,WAN ABDILLAH BIN WAN AHMAD,MALE,46,3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.202,SARAWAK,P.202,SRI AMAN,BN - PRS,,33016,5820,70.81,23379,84,295,23000,PRS,MASIR ANAK KUJAT,MALE,64,14141,,PKR,NORINA UMOI ANAK UTOT,FEMALE,57,8321,,,,,,,,,,,,,,,,,,,,,,,PBDSB,COBBOLD ANAK LUSOI,MALE,56,538,,,,,,,,,,,,,,,,,,
P.203,SARAWAK,P.203,LUBOK ANTU,INDEPENDENT,,20801,1059,71.08,14785,35,199,14551,PRS,ROBERT PASANG ANAK ALAM,MALE,52,4775,,PKR,NICHOLAS BAWIN ANAK ANGGAT,MALE,59,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,TAMBAT @ JUGAH AK MUYANG,MALE,54,5834,,,,,
P.204,SARAWAK,P.204,BETONG,BN - PBB,,29145,8116,72.62,21165,162,283,20720,PBB,ROBERT LAWSON CHUAT ,MALE,60,12517,,PKR,NOEL CHANGGAI BUCKING,MALE,,3802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,ABANG AHMAD BIN ABANG SUNI,MALE,64,4401,,,,,
P.205,SARAWAK,P.205,SARATOK,PH - PKR,,30517,989,75.64,23084,120,257,22707,PDP,JAGAH @ SUBENG ANAK MULA,MALE,55,10859,,PKR,ALI ANAK BIJU ,MALE,50,11848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.206,SARAWAK,P.206,TANJONG MANIS,BN - PBB,,21899,8674,65.87,14425,81,214,14130,PBB,YUSUF BIN ABD WAHAB,MALE,54,11402,,PAN,MOHAMAD FADILLAH BIN SABALI,MALE,37,2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.207,SARAWAK,P.207,IGAN,BN - PBB,,19592,8495,66.33,12996,98,317,12581,PBB,AHMAD JOHNIE BIN ZAWAWI,MALE,56,10538,,PAN,ANDRI ZULKARNAEN BIN HAMDEN,MALE,46,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.208,SARAWAK,P.208,SARIKEI,PH - DAP,,39561,2570,78.09,30895,79,340,30476,SUPP,HUANG TIONG SII,MALE,49,13757,,DAP,WONG LING BIU,MALE,59,16327,,,,,,,,,,,,,,,,,,,,,,,PBK,WONG CHIN KING,MALE,52,392,,,,,,,,,,,,,,,,,,
P.209,SARAWAK,P.209,JULAU,INDEPENDENT,,25380,1931,73.16,18569,49,241,18279,PRS,JOSEPH SALANG ANAK GANDUM,MALE,68,8174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CHAIR,LARRY SOON @ LARRY SNG WEI SHIEN,MALE,39,10105,,,,,
P.210,SARAWAK,P.210,KANOWIT,BN - PRS,,21022,4312,72.06,15149,62,295,14792,PRS,AGO ANAK DAGANG,MALE,60,9552,,PKR,SATU ANAK ANCHOM,MALE,44,5240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.211,SARAWAK,P.211,LANANG,PH - DAP,,61973,14546,74.9,46419,162,365,45892,SUPP,KONG SIEN CHIU,MALE,46,15359,,DAP,ALICE LAU KIONG YIENG,FEMALE,37,29905,,,,,,,,,,,,,,,,,,,,,,,PEACE,PRISCILLA LAU,FEMALE,49,628,,,,,,,,,,,,,,,,,,
P.212,SARAWAK,P.212,SIBU,PH - DAP,,74149,11422,77.8,57689,421,515,56753,SUPP,WONG KEE YEW,MALE,42,22389,,DAP,OSCAR LING CHAI YEW,MALE,41,33811,,,,,,,,,,,,,,,,,,,,,,,PEACE,TIEW YEN HOUNG,FEMALE,48,377,STAR SARAWAK,TIONG ING TUNG,MALE,50,176,,,,,,,,,,,,,
P.213,SARAWAK,P.213,MUKAH,BN - PBB,,30608,7000,69.28,21205,120,379,20706,PBB,HANIFAH HAJAR TAIB,FEMALE,46,13853,,PKR,ABDUL JALIL BIN BUJANG,MALE,59,6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.214,SARAWAK,P.214,SELANGAU,PH - PKR,,30026,486,74.44,22352,48,334,21970,PRS,RITA SARIMAH ANAK PATRICK INSOL,FEMALE,57,10742,,PKR,BARU BIAN,MALE,60,11228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.215,SARAWAK,P.215,KAPIT,BN - PBB,,30658,10479,60.29,18485,82,278,18125,PBB,ALEXANDER NANTA LINGGI,MALE,60,14302,,DAP,PAREN ANAK NYAWI,MALE,37,3823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.216,SARAWAK,P.216,HULU RAJANG,BN - PRS,,27520,6315,64.41,17727,68,306,17353,PRS,UGAK ANAK KUMBONG,MALE,56,11834,,PKR,ABUN SUI ANYIT,MALE,45,5519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.217,SARAWAK,P.217,BINTULU,BN - PDP,,65049,7022,73.85,48036,55,523,47458,PDP,TIONG KING SING,MALE,57,27076,,DAP,CHIEW CHAN YEW,MALE,31,20054,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAR SARAWAK,CHIENG LEA PHING,FEMALE,59,328,,,,,,,,,,,,,
P.218,SARAWAK,P.218,SIBUTI,BN - PBB,,31868,3676,71.22,22697,44,284,22369,PBB,LUKANISMAN BIN AWANG SAUNI,MALE,36,12214,,PKR,JEMAT PANJANG,MALE,60,8538,,PAS,ZULAIHI BIN BAKAR,MALE,49,1617,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.219,SARAWAK,P.219,MIRI,PH - PKR,,80386,13663,72.7,58439,111,513,57815,SUPP,SEBASTIAN TING CHIEW YEW,MALE,63,22076,,PKR,MICHAEL TEO YU KENG,MALE,71,35739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.220,SARAWAK,P.220,BARAM,BN - PDP,,35685,1990,63.91,22806,55,399,22352,PDP,ANYI NGAU,MALE,60,12171,,PKR,ROLAND ENGAN,MALE,46,10181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.221,SARAWAK,P.221,LIMBANG,BN - PBB,,26409,7710,67.41,17802,133,201,17468,PBB,HASBI BIN HABIBOLLAH,MALE,55,12589,,PKR,RICARDO OSMUND YAMPIL BABA,MALE,64,4879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.222,SARAWAK,P.222,LAWAS,BN - PBB,,21297,6000,68.32,14550,143,157,14250,PBB,HENRY SUM AGONG,MALE,72,10037,,PKR,DANNY PIRI,MALE,39,4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,MOHAMAD BIN HAJI BRAHIM,MALE,53,176,,,,,
