UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,APU,APU CANDIDATE,APU CANDIDATE SEX,APU CANDIDATE AGE,APU VOTE,APU CANDIDATE LOST DEPOSIT,GR,GR CANDIDATE,GR CANDIDATE SEX,GR CANDIDATE AGE,GR VOTE,GR CANDIDATE LOST DEPOSIT,S46,S46 CANDIDATE,S46 CANDIDATE SEX,S46 CANDIDATE AGE,S46 VOTE,S46 CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P. 120_N.5,MELAKA,P. 120,ALOR GAJAH,N.5,SUNGAI UDANG,BN - UMNO,,12853,7032,81.76,11794,1379,315,10100,UMNO,NOORDIN BIN YAANI,MALE,,8566,,PAS,HAJI OTHMAN BIN HAJI A. WAHID,MALE,,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 121_N.6,MELAKA,P. 121,SELANDAR,N.6,PULAU SEBANG,BN - UMNO,,9332,2836,66.55,6210,10,152,6048,UMNO,MOHD. SHARIFF BIN MOHD. DRUS @ KERING,MALE,,4310,,PAS,RUSLI BIN IDRIS,MALE,,264,LOST DEPOSIT,,,,,,,,,,,,,DAP,WOO HAP HIN,,45,1474,,,,,,,,,,,,,,,,,,,,,,,,,
P. 121_N.7,MELAKA,P. 121,SELANDAR,N.7,BUKIT SEDANAN,BN - MCA,,10233,4497,73.5,7521,17,263,7241,MCA,POH AH TIAM,MALE,43,5869,,,,,,,,,,,,,,,,,,,,DAP,WONG CHIN CHYE,,37,1372,,,,,,,,,,,,,,,,,,,,,,,,,
P. 121_N.8,MELAKA,P. 121,SELANDAR,N.8,BUKIT ASAHAN,BN - MIC,,11148,4782,74.26,8278,31,237,8010,MIC,ARUNASALAM A/L NARAYANAN,MALE,52,6396,,,,,,,,,,,,,,S46,KHAIRUDDIN BIN ABDOLLAH,MALE,,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 121_N.9,MELAKA,P. 121,SELANDAR,N.9,DURIAN TUNGGAL,BN - UMNO,,7841,2667,79.18,6209,7,163,6039,UMNO,SAHAR BIN ARPAN,MALE,,4353,,PAS,MINGHAT BIN MAMUT,MALE,,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 121_N.10,MELAKA,P. 121,SELANDAR,N.10,REMBIA,BN - UMNO,,9087,5172,76.49,6951,42,199,6710,UMNO,HAMDIN BIN ABDOLLAH,MALE,,5941,,,,,,,,,,,,,,S46,IBRAHIM BIN OSMAN,MALE,,769,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122_N.11,MELAKA,P. 122,BATU BERENDAM,N.11,TANGGA BATU,BN - UMNO,,16618,6680,76.77,12754,26,279,12449,UMNO,HAZIZAH BT. MOHD. SULTAN,FEMALE,,9228,,PAS,JALILUDDIN BIN ABD. WAHID,MALE,,2548,,,,,,,,S46,ABASS BIN MOHAMED NOOR,MALE,,673,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122_N.12,MELAKA,P. 122,BATU BERENDAM,N.12,PAYA RUMPUT,BN - UMNO,,17625,5682,78.41,13819,25,249,13545,UMNO,YASIN BIN HAJI MOHD. SARIF,MALE,42,9003,,PAS,MD. YUSOH BIN MUHAMAD,MALE,,1221,LOST DEPOSIT,,,,,,,,,,,,,DAP,JOSEPH JUNIOR STA MARIA,MALE,33,3321,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122_N.13,MELAKA,P. 122,BATU BERENDAM,N.13,AYER KEROH,BN - MCA,,14766,3888,82.57,12193,68,237,11888,MCA,SEAH KWI TONG,MALE,46,7349,,PAS,HASSAN BIN MOHAMED,MALE,,1078,LOST DEPOSIT,,,,,,,,,,,,,DAP,TAN TONG CHIEW,,45,3461,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122_N.14,MELAKA,P. 122,BATU BERENDAM,N.14,BACHANG,BN - MCA,,15286,3213,76.02,11621,29,190,11402,MCA,CHUA PENG SONG,,,6566,,PAS,ABD. RAHMAN BIN JAAFAR,MALE,,1483,,,,,,,,,,,,,,DAP,YOW SENG BENG,,28,3353,,,,,,,,,,,,,,,,,,,,,,,,,
P. 122_N.15,MELAKA,P. 122,BATU BERENDAM,N.15,AYER MOLEK,BN - UMNO,,15566,6895,78.33,12194,30,253,11911,UMNO,MOMIN BIN HJ ABDUL AZIZ @ JENAL B. HJ. LAJIS,MALE,,9403,,PAS,SALLEH BIN YUSOF,MALE,,2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123_N.16,MELAKA,P. 123,KOTA MELAKA,N.16,TENGKERA,DAP,,16447,1189,77.07,12675,16,254,12405,MCA,LIM HER LENG @ LIM KOK JERK,,,5608,,,,,,,,,,,,,,,,,,,,DAP,GOH LEONG SAN,MALE,32,6797,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123_N.17,MELAKA,P. 123,KOTA MELAKA,N.17,DURIAN DAUN,DAP,,16224,2451,74.87,12147,11,211,11925,MCA,WONG KONG FU @ WONG SOO TANG,,,4737,,,,,,,,,,,,,,,,,,,,DAP,YEW KOK KEE,,30,7188,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123_N.18,MELAKA,P. 123,KOTA MELAKA,N.18,BANDAR HILIR,DAP,,15591,1516,75.18,11722,80,268,11374,MCA,BOON AH SOO @ MAN AH SOO,,,4929,,,,,,,,,,,,,,,,,,,,DAP,SIM TONG HIM,MALE,47,6445,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123_N.19,MELAKA,P. 123,KOTA MELAKA,N.19,DUYONG,BN - MCA,,12494,1680,77.94,9738,25,162,9551,MCA,GAN BOON LEONG,MALE,61,5119,,PAS,MOHD. ALI BIN MOHD. SHARIF,MALE,,993,LOST DEPOSIT,,,,,,,,,,,,,DAP,LEE KEE HIONG,FEMALE,29,3439,,,,,,,,,,,,,,,,,,,,,,,,,
P. 123_N.20,MELAKA,P. 123,KOTA MELAKA,N.20,ALAI,BN - UMNO,,13138,5550,79.71,10472,23,280,10169,UMNO,NASIR BIN MANAP,MALE,,7532,,PAS,ABDUL GHANI BIN AHMAD,MALE,,1982,,,,,,,,S46,ABDUL WAHAB BIN ABDUL RAZAK,MALE,,655,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124_N.21,MELAKA,P. 124,JASIN,N.21,AYER PANAS,BN - MCA,,9284,3462,72.59,6739,76,211,6452,MCA,CHONG TAM ON,,,4957,,PAS,ABU BAKAR BIN MONTEL @ AHMAD BIN MUNTAL,MALE,,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124_N.22,MELAKA,P. 124,JASIN,N.22,RIM,BN - UMNO,,7594,4360,75.59,5740,6,142,5592,UMNO,DOLAH BIN ATAN,MALE,,4778,,PAS,MD. DZAID BIN ISMAIL,MALE,,418,LOST DEPOSIT,,,,,,,S46,MD. YASIN BIN MD. SOM,MALE,,396,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124_N.23,MELAKA,P. 124,JASIN,N.23,MERLIMAU,BN - UMNO,,8160,3870,73.93,6033,10,171,5852,UMNO,ABU ZAHAR BIN HAMZAH,MALE,,4861,,,,,,,,,,,,,,S46,AHMAD BIN BAHARUDDIN,MALE,,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124_N.24,MELAKA,P. 124,JASIN,N.24,SERKAM,BN - UMNO,,11636,4117,79.46,9246,12,163,9071,UMNO,AHMAD BIN HAMZAH,MALE,,6594,,PAS,MD. SAID BIN OMAR,MALE,,2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 124_N.25,MELAKA,P. 124,JASIN,N.25,SUNGAI RAMBAI,BN - UMNO,,8422,4003,76.26,6423,12,146,6265,UMNO,ABDUL AZIS BIN ABDUL GHANI,MALE,,5134,,PAS,ISMAIL BIN JAAFAR,MALE,,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 125_N.01,JOHOR,P. 125,SEGAMAT,N.01,SEPINANG,BN - UMNO,,29619,14807,73.2,21682,19,812,20851,UMNO,OTHMAN BIN JAIS,MALE,,17829,,,,,,,,,,,,,,S46,IBRAHIM BIN MOHD. SEH,MALE,,3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 125_N.02,JOHOR,P. 125,SEGAMAT,N.02,JEMENTAH,BN - MCA,,28155,6983,72.26,20345,26,427,19892,MCA,GAN LIANG KENG @ LEE AH KAU,MALE,,13354,,,,,,,,,,,,,,,,,,,,DAP,WANG AH CHIN @ WONG PENG SHENG,,,6371,,,,,,,,INDEPENDENT,THAN THIAN SAN @ TAN TIAN SANG,,,167,LOST DEPOSIT,,,,,,,,,,,,
P. 126_N.03,JOHOR,P. 126,LEDANG,N.03,TANGKAK,BN - MCA,,25290,9500,70.38,17801,5,754,17042,MCA,YAP CHIK DONG,,,13271,,,,,,,,,,,,,,,,,,,,DAP,LIANG TOY HENG,,,3771,,,,,,,,,,,,,,,,,,,,,,,,,
P. 126_N.04,JOHOR,P. 126,LEDANG,N.04,SEROM,BN - UMNO,,29177,13496,71.78,20946,140,724,20082,UMNO,A. GHANI BIN OTHMAN,MALE,,16789,,,,,,,,,,,,,,S46,HUSNI BIN HAJI MD. ALIP,MALE,,3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 127_N.05,JOHOR,P. 127,PAGOH,N.05,BUKIT SERAMPANG,BN - UMNO,,17927,9480,71.47,12812,20,394,12398,UMNO,AHMAD BIN OMAR @ AMAR,MALE,,10939,,,,,,,,,,,,,,S46,A. AZIZ BIN HASHIM,MALE,,1459,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 127_N.06,JOHOR,P. 127,PAGOH,N.06,JORAK,BN - UMNO,,20968,7962,67.71,14197,20,545,13632,UMNO,SABARIAH BTE AHMAD,FEMALE,,10797,,,,,,,,,,,,,,S46,AB. RAHIM @ IBRAHIM BIN HAJI ELIAS,MALE,,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 128_N.07,JOHOR,P. 128,LABIS,N.07,TENANG,BN - UMNO,,22556,11125,75.05,16929,18,700,16211,UMNO,DATO' BAHARI BIN HARON,MALE,,13668,,,,,,,,,,,,,,S46,LAHORI BIN JEMIKAN,MALE,,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 128_N.08,JOHOR,P. 128,LABIS,N.08,BEKOK,BN - MCA,,24857,4428,71.46,17763,24,467,17272,MCA,TAN KOK HONG @ TAN YI,,,10850,,,,,,,,,,,,,,,,,,,,DAP,PANG HONG LIONG,MALE,,6422,,,,,,,,,,,,,,,,,,,,,,,,,
P. 129_N.09,JOHOR,P. 129,MERSING,N.09,ENDAU,BN - UMNO,,16575,4013,64.36,10668,22,29,10617,UMNO,ABD. LATIFF BIN AHMAD,MALE,,7315,,PAS,SHEIKH ABDULLAH BIN SAID SALLEH,MALE,,3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 129_N.10,JOHOR,P. 129,MERSING,N.10,TENGGAROH,BN - MIC,,21207,7956,70.76,15007,42,19,14946,MIC,KRISHNASAMY A/L SHIMAN,MALE,,11451,,,,,,,,,,,,,,S46,MUDA BIN CHIK,MALE,,3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 130_N.11,JOHOR,P. 130,KLUANG,N.11,PALOH,BN - MCA,,34759,11529,73.73,25629,813,733,24083,MCA,CHONG AH OWON,,,17806,,,,,,,,,,,,,,,,,,,,DAP,ENG AH KOW,,,6277,,,,,,,,,,,,,,,,,,,,,,,,,
P. 130_N.12,JOHOR,P. 130,KLUANG,N.12,MENGKIBOL,BN - MCA,,25534,8639,71.71,18310,73,532,17705,MCA,NG KIM LAI,,,13172,,,,,,,,,,,,,,,,,,,,DAP,TOK KIM HUWA,,,4533,,,,,,,,,,,,,,,,,,,,,,,,,
P. 131_N.13,JOHOR,P. 131,PARIT SULONG,N.13,SRI MEDAN,BN - UMNO,,28773,11507,74.86,21541,189,885,20467,UMNO,ATKAH BTE ABDULLAH,FEMALE,,15987,,,,,,,,,,,,,,S46,AZMI BIN MASRANI,MALE,,4480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 131_N.14,JOHOR,P. 131,PARIT SULONG,N.14,SEMERAH,BN - MCA,,29818,9357,73.53,21926,376,797,20753,MCA,TAN TECK POH,,,15055,,,,,,,,,,,,,,S46,OTHMAN BIN TAHIR,MALE,,5698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 132_N.15,JOHOR,P. 132,BAKRI,N.15,BUKIT NANING,BN - UMNO,Y,21185,,,,,,,UMNO,MASIRAN BIN ELIAS,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 132_N.16,JOHOR,P. 132,BAKRI,N.16,MAHARANI,BN - MCA,,28797,2696,71.48,20583,43,768,19772,MCA,TAY KHIM SENG,,,11234,,,,,,,,,,,,,,,,,,,,DAP,LIM SEY WEE @ LIM SEY YOU,,,8538,,,,,,,,,,,,,,,,,,,,,,,,,
P. 133_N.17,JOHOR,P. 133,MUAR,N.17,PARIT BAKAR,BN - UMNO,,22495,5065,68.13,15326,114,471,14741,UMNO,ABD. MALEK BIN MUNIP,MALE,,9903,,,,,,,,,,,,,,S46,ABD. KAHAR BIN AHMAD,MALE,,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 133_N.18,JOHOR,P. 133,MUAR,N.18,SUNGAI BALANG,BN - UMNO,,18496,6489,71.77,13275,41,591,12643,UMNO,MUNTAHA BIN KAILAN,MALE,,9566,,PAS,ABU MUSA BIN ABDUL RAHIM,MALE,,3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 134_N.19,JOHOR,P. 134,SRI GADING,N.19,PARIT YAANI,BN - UMNO,,25533,13365,73.27,18709,17,631,18061,UMNO,MOHAMAD BIN HAJI AZIZ,MALE,,15713,,,,,,,,,,,,,,S46,MOHD. SAID BIN JAMHARI,MALE,,2348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 134_N.20,JOHOR,P. 134,SRI GADING,N.20,PARIT RAJA,BN - UMNO,,26377,7711,73.62,19418,41,611,18766,UMNO,ZAHAR BIN BACHIK,MALE,,12421,,,,,,,,,,,,,,S46,MOHD. SAIDI BIN TAUL,MALE,,1635,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,AHMAD BIN RAIS,MALE,,4710,,,,,,,,,,,,,
P. 135_N.21,JOHOR,P. 135,BATU PAHAT,N.21,PENGGARAM,BN - MCA,,37726,14037,73.97,27905,87,1507,26311,MCA,DR. CHUA SOI LEK @ CHUA KIN SENG,MALE,,20174,,,,,,,,,,,,,,,,,,,,DAP,GAN PECK CHENG,FEMALE,,6137,,,,,,,,,,,,,,,,,,,,,,,,,
P. 135_N.22,JOHOR,P. 135,BATU PAHAT,N.22,RENGIT,BN - UMNO,,24332,8777,69.44,16897,45,759,16093,UMNO,ZAINAL ABIDIN BIN MOHAMED ZIN,MALE,,12435,,PAS,UNGKU MOHD. NOOR B. UNGKU MAHMOOD,MALE,,3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 136_N.23,JOHOR,P. 136,TENGGARA,N.23,PANTI,BN - UMNO,,14961,8599,74.68,11174,90,465,10619,UMNO,ASMA'ON BIN ISMAIL,MALE,,9609,,,,,,,,,,,,,,S46,ZOLBAHARI BIN AB. BAKAR,MALE,,1010,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 136_N.24,JOHOR,P. 136,TENGGARA,N.24,GUNUNG LAMBAK,BN - UMNO,,28119,14630,78.88,22183,63,654,21466,UMNO,HALIMAH BINTI MOHD. SADIQUE,FEMALE,,18048,,,,,,,,,,,,,,S46,ZAINAL ABIDIN BIN HAJI IBRAHIM,MALE,,3418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 137_N.25,JOHOR,P. 137,SUNGAI BENUT,N.25,SIMPANG RENGGAM,BN - MCA,,32221,14388,71.59,23067,254,899,21914,MCA,LAW BOON KING @ LOW BOON HONG,,,18151,,,,,,,,,,,,,,S46,YUSAK BIN HAJI TAIB,MALE,,3763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 137_N.26,JOHOR,P. 137,SUNGAI BENUT,N.26,BENUT,BN - UMNO,,22673,9561,72.14,16356,60,597,15699,UMNO,SAKLON @ SALEHON BIN SENGOT,MALE,,12630,,PAS,AMBOK MASEK BIN ABD. LATIF,MALE,,3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 138_N.27,JOHOR,P. 138,SENAI,N.27,KULAI,BN - GERAKAN,,35954,10770,77.68,27929,50,725,27154,GERAKAN,KEW CHE WAT @ KHOO CHE WAT,,,18962,,,,,,,,,,,,,,,,,,,,DAP,SONG SING KWEE,,,8192,,,,,,,,,,,,,,,,,,,,,,,,,
P. 138_N.28,JOHOR,P. 138,SENAI,N.28,BUKIT PERMAI,BN - UMNO,,24734,13197,75.18,18595,52,728,17815,UMNO,ADAM BIN ABDUL HAMID,MALE,,15094,,PAS,MAZLAN BIN ALIMAN,MALE,,824,LOST DEPOSIT,,,,,,,S46,MOHD. RAPIEE BIN MOHD. SOM,MALE,,1897,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 139_N.29,JOHOR,P. 139,KOTA TINGGI,N.29,SEDILI,BN - UMNO,,25991,15673,77.89,20244,36,803,19405,UMNO,MOHAMADON BIN ABU BAKAR,MALE,,17539,,,,,,,,,,,,,,S46,SHA'ALI @ SHA'RI BIN ABD. SAMAT,MALE,,1866,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 139_N.30,JOHOR,P. 139,KOTA TINGGI,N.30,PENGERANG,BN - UMNO,,26751,16756,79.89,21371,20,565,20786,UMNO,HASMONI BIN SALIM,MALE,,18771,,PAS,MOHAMED HANIPA BIN MAIDIN,MALE,,2015,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 140_N.31,JOHOR,P. 140,TEBRAU,N.31,TIRAM,BN - UMNO,,33753,17975,75.09,25348,389,852,24107,UMNO,MOHD. ALI BIN HASSAN,MALE,,21041,,,,,,,,,,,,,,S46,SHAPIE BIN RIDWAN,MALE,,3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 140_N.32,JOHOR,P. 140,TEBRAU,N.32,PASIR GUDANG,BN - MIC,,36545,18213,75.94,27755,37,686,27032,MIC,PALIKSINA SIWALINGGAM S/O KANDASAMY,MALE,,21627,,,,,,,,PRM,MOHD. SALLEH BIN HAJI AHMAD,MALE,,3414,,S46,KAMARUDDIN BIN ABDUL AZIZ,MALE,,1991,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 141_N.33,JOHOR,P. 141,JOHOR BAHRU,N.33,TANJONG PUTERI,BN - UMNO,,35246,14297,69.7,24565,80,433,24052,UMNO,MOHAMAD BIN KASBI,MALE,,18213,,,,,,,,PBS,TAN TIEN LIM,,,1923,LOST DEPOSIT,S46,MOHD. HATTA BIN ABD. RAHIM,MALE,,3916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 141_N.34,JOHOR,P. 141,JOHOR BAHRU,N.34,STULANG,BN - MCA,,39049,14511,71.23,27815,342,868,26605,MCA,LONG HOO HIN @ LONG AH MUI,,,18727,,,,,,,,PRM,A. RAZAK BIN AHMAD,MALE,,3662,,,,,,,,DAP,YAP KOK SIN,,,4216,,,,,,,,,,,,,,,,,,,,,,,,,
P. 142_N.35,JOHOR,P. 142,PULAI,N.35,TAMBATAN,BN - MCA,,30379,9469,61.53,18692,118,459,18115,MCA,LOW TEH HIAN,,,13792,,,,,,,,,,,,,,S46,ARIFF BIN ISMAIL,MALE,,4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 142_N.36,JOHOR,P. 142,PULAI,N.36,KEMPAS,BN - UMNO,,38037,19211,73.7,28033,137,613,27283,UMNO,ABDUL KADIR BIN ANNUAR,MALE,,23247,,,,,,,,,,,,,,S46,ISHAK BIN TALIB,MALE,,4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 143_N.37,JOHOR,P. 143,GELANG PATAH,N.37,TANJONG KUPANG,BN - UMNO,,23897,11024,76.88,18372,39,731,17602,UMNO,BAHAROM BIN AB. GHANI,MALE,,14313,,,,,,,,,,,,,,S46,MOHD. MANDAK BIN MOHD. KASSIM,MALE,,3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 143_N.38,JOHOR,P. 143,GELANG PATAH,N.38,SKUDAI,BN - GERAKAN,,39426,7680,78.61,30993,53,867,30073,GERAKAN,WONG SIEW POH,,,18746,,,,,,,,,,,,,,,,,,,,DAP,CHAN JOCK LAN,,,11066,,,,,,,,INDEPENDENT,LOW YEW HOE @ ALLAN LOW,MALE,,261,LOST DEPOSIT,,,,,,,,,,,,
P. 144_N.39,JOHOR,P. 144,PONTIAN,N.39,PULAI SEBATANG,BN - UMNO,,33594,7925,73.58,24721,157,1083,23481,UMNO,KHATIJAH BINTI MD. SOM,FEMALE,,14849,,,,,,,,,,,,,,S46,MD. YUSOF BIN ADAM,MALE,,1708,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,MOHD. SANUSI BIN ABD. LATIF,MALE,,6924,,,,,,,,,,,,,
P. 144_N.40,JOHOR,P. 144,PONTIAN,N.40,KUKUP,BN - UMNO,,26849,16259,74.67,20049,34,812,19203,UMNO,AHMAD BIN ABDULLAH,MALE,,17731,,PAS,HAJI MD. AMIN BIN HAJI GAZALI @ HJ. ALI,MALE,,1472,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
